event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date,gender,postseason,season,winner,loser,win_score,lose_score
Winta Binta Vinta Fest 2020,College,243464,Virginia,13,Liberty,1,1/1/20,Women,0,2020,Virginia,Liberty,13,1
Winta Binta Vinta Fest 2020,College,243465,William & Mary,12,West Virginia,2,1/1/20,Women,0,2020,William & Mary,West Virginia,12,2
Winta Binta Vinta Fest 2020,College,243466,Virginia,11,West Virginia,3,1/1/20,Women,0,2020,Virginia,West Virginia,11,3
Winta Binta Vinta Fest 2020,College,243467,William & Mary,12,Liberty,7,1/1/20,Women,0,2020,William & Mary,Liberty,12,7
Winta Binta Vinta Fest 2020,College,243468,Virginia,11,William & Mary,4,1/1/20,Women,0,2020,Virginia,William & Mary,11,4
Winta Binta Vinta Fest 2020,College,243469,Liberty,11,West Virginia,6,1/1/20,Women,0,2020,Liberty,West Virginia,11,6
Winta Binta Vinta Fest 2020,College,243470,James Madison,13,Virginia Commonwealth,4,1/1/20,Women,0,2020,James Madison,Virginia Commonwealth,13,4
Winta Binta Vinta Fest 2020,College,243471,Georgetown,13,Virginia B,1,1/1/20,Women,0,2020,Georgetown,Virginia B,13,1
Winta Binta Vinta Fest 2020,College,243472,James Madison,13,Virginia B,0,1/1/20,Women,0,2020,James Madison,Virginia B,13,0
Winta Binta Vinta Fest 2020,College,243473,Georgetown,13,Virginia Commonwealth,5,1/1/20,Women,0,2020,Georgetown,Virginia Commonwealth,13,5
Winta Binta Vinta Fest 2020,College,243474,James Madison,11,Georgetown,7,1/1/20,Women,0,2020,James Madison,Georgetown,11,7
Winta Binta Vinta Fest 2020,College,243475,Virginia Commonwealth,8,Virginia B,2,1/1/20,Women,0,2020,Virginia Commonwealth,Virginia B,8,2
Winta Binta Vinta Fest 2020,College,243476,Virginia,15,Virginia B,1,1/1/20,Women,0,2020,Virginia,Virginia B,15,1
Winta Binta Vinta Fest 2020,College,243477,Georgetown,6,Liberty,10,1/1/20,Women,0,2020,Liberty,Georgetown,10,6
Winta Binta Vinta Fest 2020,College,243478,James Madison,15,West Virginia,1,1/1/20,Women,0,2020,James Madison,West Virginia,15,1
Winta Binta Vinta Fest 2020,College,243479,William & Mary,15,Virginia Commonwealth,0,1/1/20,Women,0,2020,William & Mary,Virginia Commonwealth,15,0
Winta Binta Vinta Fest 2020,College,243480,Virginia,14,Liberty,2,1/1/20,Women,0,2020,Virginia,Liberty,14,2
Winta Binta Vinta Fest 2020,College,243481,James Madison,10,William & Mary,9,1/1/20,Women,0,2020,James Madison,William & Mary,10,9
Winta Binta Vinta Fest 2020,College,243482,Virginia,13,James Madison,4,1/1/20,Women,0,2020,Virginia,James Madison,13,4
Winta Binta Vinta Fest 2020,College,243483,Liberty,7,William & Mary,9,1/1/20,Women,0,2020,William & Mary,Liberty,9,7
Winta Binta Vinta Fest 2020,College,243484,Virginia B,0,Georgetown,15,1/1/20,Women,0,2020,Georgetown,Virginia B,15,0
Winta Binta Vinta Fest 2020,College,243485,West Virginia,9,Virginia Commonwealth,10,1/1/20,Women,0,2020,Virginia Commonwealth,West Virginia,10,9
Winta Binta Vinta Fest 2020,College,243486,Georgetown,12,Virginia Commonwealth,2,1/1/20,Women,0,2020,Georgetown,Virginia Commonwealth,12,2
Winta Binta Vinta Fest 2020,College,243487,Virginia B,2,West Virginia,10,1/1/20,Women,0,2020,West Virginia,Virginia B,10,2
Florida Winter Classic 2020,College,243581,Dartmouth,10,Florida State,8,1/1/20,Women,0,2020,Dartmouth,Florida State,10,8
Florida Winter Classic 2020,College,243582,Georgia,13,South Florida,4,1/1/20,Women,0,2020,Georgia,South Florida,13,4
Florida Winter Classic 2020,College,243583,Dartmouth,9,South Florida,5,1/1/20,Women,0,2020,Dartmouth,South Florida,9,5
Florida Winter Classic 2020,College,243584,Georgia,10,Florida State,9,1/1/20,Women,0,2020,Georgia,Florida State,10,9
Florida Winter Classic 2020,College,243585,Dartmouth,9,Georgia,4,1/1/20,Women,0,2020,Dartmouth,Georgia,9,4
Florida Winter Classic 2020,College,243586,Florida State,8,South Florida,4,1/1/20,Women,0,2020,Florida State,South Florida,8,4
Florida Winter Classic 2020,College,243587,Ohio State,10,North Carolina-Wilmington,7,1/1/20,Women,0,2020,Ohio State,North Carolina-Wilmington,10,7
Florida Winter Classic 2020,College,243588,Florida,13,North Georgia,3,1/1/20,Women,0,2020,Florida,North Georgia,13,3
Florida Winter Classic 2020,College,243589,Ohio State,11,North Georgia,3,1/1/20,Women,0,2020,Ohio State,North Georgia,11,3
Florida Winter Classic 2020,College,243590,Florida,12,North Carolina-Wilmington,4,1/1/20,Women,0,2020,Florida,North Carolina-Wilmington,12,4
Florida Winter Classic 2020,College,243591,Ohio State,10,Florida,7,1/1/20,Women,0,2020,Ohio State,Florida,10,7
Florida Winter Classic 2020,College,243592,North Carolina-Wilmington,5,North Georgia,11,1/1/20,Women,0,2020,North Georgia,North Carolina-Wilmington,11,5
Florida Winter Classic 2020,College,243593,Florida B,11,Miami,3,1/1/20,Women,0,2020,Florida B,Miami,11,3
Florida Winter Classic 2020,College,243594,FSU B,8,Ave Maria,6,1/1/20,Women,0,2020,FSU B,Ave Maria,8,6
Florida Winter Classic 2020,College,243595,Florida B,11,Ave Maria,2,1/1/20,Women,0,2020,Florida B,Ave Maria,11,2
Florida Winter Classic 2020,College,243596,FSU B,4,Miami,6,1/1/20,Women,0,2020,Miami,FSU B,6,4
Florida Winter Classic 2020,College,243597,Florida B,11,FSU B,2,1/1/20,Women,0,2020,Florida B,FSU B,11,2
Florida Winter Classic 2020,College,243598,Miami,3,Ave Maria,10,1/1/20,Women,0,2020,Ave Maria,Miami,10,3
Florida Winter Classic 2020,College,243599,Dartmouth,11,Florida,10,1/1/20,Women,0,2020,Dartmouth,Florida,11,10
Florida Winter Classic 2020,College,243600,Georgia,7,Ohio State,11,1/1/20,Women,0,2020,Ohio State,Georgia,11,7
Florida Winter Classic 2020,College,243601,Florida State,11,North Carolina-Wilmington,3,1/1/20,Women,0,2020,Florida State,North Carolina-Wilmington,11,3
Florida Winter Classic 2020,College,243602,South Florida,6,North Georgia,4,1/1/20,Women,0,2020,South Florida,North Georgia,6,4
Florida Winter Classic 2020,College,243603,North Carolina-Wilmington,15,Miami,2,1/1/20,Women,0,2020,North Carolina-Wilmington,Miami,15,2
Florida Winter Classic 2020,College,243604,North Georgia,15,Florida B,4,1/1/20,Women,0,2020,North Georgia,Florida B,15,4
Florida Winter Classic 2020,College,243605,Dartmouth,13,North Carolina-Wilmington,6,1/1/20,Women,0,2020,Dartmouth,North Carolina-Wilmington,13,6
Florida Winter Classic 2020,College,243606,South Florida,7,Georgia,15,1/1/20,Women,0,2020,Georgia,South Florida,15,7
Florida Winter Classic 2020,College,243607,Florida,15,Florida State,8,1/1/20,Women,0,2020,Florida,Florida State,15,8
Florida Winter Classic 2020,College,243608,North Georgia,1,Ohio State,15,1/1/20,Women,0,2020,Ohio State,North Georgia,15,1
Florida Winter Classic 2020,College,243609,Dartmouth,13,Georgia,10,1/1/20,Women,0,2020,Dartmouth,Georgia,13,10
Florida Winter Classic 2020,College,243610,Florida,3,Ohio State,15,1/1/20,Women,0,2020,Ohio State,Florida,15,3
Florida Winter Classic 2020,College,243611,Dartmouth,8,Ohio State,9,1/1/20,Women,0,2020,Ohio State,Dartmouth,9,8
Florida Winter Classic 2020,College,243612,Georgia,7,Florida,11,1/1/20,Women,0,2020,Florida,Georgia,11,7
Florida Winter Classic 2020,College,243613,North Carolina-Wilmington,10,South Florida,11,1/1/20,Women,0,2020,South Florida,North Carolina-Wilmington,11,10
Florida Winter Classic 2020,College,243614,Florida State,15,North Georgia,1,1/1/20,Women,0,2020,Florida State,North Georgia,15,1
Florida Winter Classic 2020,College,243615,South Florida,5,Florida State,15,1/1/20,Women,0,2020,Florida State,South Florida,15,5
Florida Winter Classic 2020,College,243616,North Carolina-Wilmington,14,North Georgia,6,1/1/20,Women,0,2020,North Carolina-Wilmington,North Georgia,14,6
Florida Winter Classic 2020,College,243617,Miami,6,FSU B,8,1/1/20,Women,0,2020,FSU B,Miami,8,6
Florida Winter Classic 2020,College,243619,FSU B,2,Florida B,14,1/1/20,Women,0,2020,Florida B,FSU B,14,2
Santa Barbara Invite 2020,College,243690,California-San Diego,13,California,7,1/1/20,Women,0,2020,California-San Diego,California,13,7
Santa Barbara Invite 2020,College,243691,Washington,13,Victoria,5,1/1/20,Women,0,2020,Washington,Victoria,13,5
Santa Barbara Invite 2020,College,243692,California-San Diego,13,Victoria,2,1/1/20,Women,0,2020,California-San Diego,Victoria,13,2
Santa Barbara Invite 2020,College,243693,Washington,12,California,10,1/1/20,Women,0,2020,Washington,California,12,10
Santa Barbara Invite 2020,College,243694,California-San Diego,13,Washington,8,1/1/20,Women,0,2020,California-San Diego,Washington,13,8
Santa Barbara Invite 2020,College,243695,California,11,Victoria,10,1/1/20,Women,0,2020,California,Victoria,11,10
Santa Barbara Invite 2020,College,243702,Wisconsin,13,Utah,8,1/1/20,Women,0,2020,Wisconsin,Utah,13,8
Santa Barbara Invite 2020,College,243703,Cal Poly-SLO,6,California-Davis,13,1/1/20,Women,0,2020,California-Davis,Cal Poly-SLO,13,6
Santa Barbara Invite 2020,College,243704,Wisconsin,10,California-Davis,11,1/1/20,Women,0,2020,California-Davis,Wisconsin,11,10
Santa Barbara Invite 2020,College,243705,Cal Poly-SLO,12,Utah,13,1/1/20,Women,0,2020,Utah,Cal Poly-SLO,13,12
Santa Barbara Invite 2020,College,243706,Wisconsin,13,Cal Poly-SLO,7,1/1/20,Women,0,2020,Wisconsin,Cal Poly-SLO,13,7
Santa Barbara Invite 2020,College,243707,Utah,9,California-Davis,7,1/1/20,Women,0,2020,Utah,California-Davis,9,7
Santa Barbara Invite 2020,College,243708,Northeastern,12,Stanford,11,1/1/20,Women,0,2020,Northeastern,Stanford,12,11
Santa Barbara Invite 2020,College,243709,UCLA,13,Stanford,11,1/1/20,Women,0,2020,UCLA,Stanford,13,11
Santa Barbara Invite 2020,College,243710,Stanford,10,Washington University,6,1/1/20,Women,0,2020,Stanford,Washington University,10,6
Santa Barbara Invite 2020,College,243711,UCLA,13,Washington University,3,1/1/20,Women,0,2020,UCLA,Washington University,13,3
Santa Barbara Invite 2020,College,243712,Northeastern,13,Washington University,2,1/1/20,Women,0,2020,Northeastern,Washington University,13,2
Santa Barbara Invite 2020,College,243713,Northeastern,13,UCLA,8,1/1/20,Women,0,2020,Northeastern,UCLA,13,8
Santa Barbara Invite 2020,College,243714,Northwestern,13,California-Davis,8,1/1/20,Women,0,2020,Northwestern,California-Davis,13,8
Santa Barbara Invite 2020,College,243716,California,6,UCLA,13,1/1/20,Women,0,2020,UCLA,California,13,6
Santa Barbara Invite 2020,College,243718,California-San Diego,13,Northwestern,6,1/1/20,Women,0,2020,California-San Diego,Northwestern,13,6
Santa Barbara Invite 2020,College,243719,Northeastern,7,Vermont,12,1/1/20,Women,0,2020,Vermont,Northeastern,12,7
Santa Barbara Invite 2020,College,243720,Wisconsin,11,UCLA,13,1/1/20,Women,0,2020,UCLA,Wisconsin,13,11
Santa Barbara Invite 2020,College,243721,California-Santa Barbara,13,Washington,11,1/1/20,Women,0,2020,California-Santa Barbara,Washington,13,11
Santa Barbara Invite 2020,College,243722,California-San Diego,12,Vermont,3,1/1/20,Women,0,2020,California-San Diego,Vermont,12,3
Santa Barbara Invite 2020,College,243723,UCLA,11,California-Santa Barbara,9,1/1/20,Women,0,2020,UCLA,California-Santa Barbara,11,9
Santa Barbara Invite 2020,College,243724,California-San Diego,12,UCLA,10,1/1/20,Women,0,2020,California-San Diego,UCLA,12,10
Santa Barbara Invite 2020,College,243725,Vermont,12,California-Santa Barbara,6,1/1/20,Women,0,2020,Vermont,California-Santa Barbara,12,6
Santa Barbara Invite 2020,College,243726,Northwestern,8,Northeastern,13,1/1/20,Women,0,2020,Northeastern,Northwestern,13,8
Santa Barbara Invite 2020,College,243727,Wisconsin,9,Washington,13,1/1/20,Women,0,2020,Washington,Wisconsin,13,9
Santa Barbara Invite 2020,College,243728,Northeastern,12,Washington,13,1/1/20,Women,0,2020,Washington,Northeastern,13,12
Santa Barbara Invite 2020,College,243729,Northwestern,6,Wisconsin,11,1/1/20,Women,0,2020,Wisconsin,Northwestern,11,6
Santa Barbara Invite 2020,College,243730,California-Davis,11,California,7,1/1/20,Women,0,2020,California-Davis,California,11,7
Santa Barbara Invite 2020,College,243731,Utah,10,Stanford,11,1/1/20,Women,0,2020,Stanford,Utah,11,10
Santa Barbara Invite 2020,College,243732,California-Davis,7,Stanford,8,1/1/20,Women,0,2020,Stanford,California-Davis,8,7
Santa Barbara Invite 2020,College,243733,Utah,7,California,12,1/1/20,Women,0,2020,California,Utah,12,7
Clutch Classic 2020,College,244124,Georgia Tech,13,Tulane,1,1/1/20,Women,0,2020,Georgia Tech,Tulane,13,1
Clutch Classic 2020,College,244125,Georgia College,2,George Washington,13,1/1/20,Women,0,2020,George Washington,Georgia College,13,2
Clutch Classic 2020,College,244126,Georgia Tech,13,George Washington,5,1/1/20,Women,0,2020,Georgia Tech,George Washington,13,5
Clutch Classic 2020,College,244127,Georgia College,1,Tulane,12,1/1/20,Women,0,2020,Tulane,Georgia College,12,1
Clutch Classic 2020,College,244128,Georgia Tech,13,Georgia College,1,1/1/20,Women,0,2020,Georgia Tech,Georgia College,13,1
Clutch Classic 2020,College,244129,Tulane,4,George Washington,11,1/1/20,Women,0,2020,George Washington,Tulane,11,4
Clutch Classic 2020,College,244130,Alabama,8,Georgia State,5,1/1/20,Women,0,2020,Alabama,Georgia State,8,5
Clutch Classic 2020,College,244131,Central Florida,10,Belmont,2,1/1/20,Women,0,2020,Central Florida,Belmont,10,2
Clutch Classic 2020,College,244132,Alabama,13,Belmont,2,1/1/20,Women,0,2020,Alabama,Belmont,13,2
Clutch Classic 2020,College,244133,Central Florida,4,Georgia State,2,1/1/20,Women,0,2020,Central Florida,Georgia State,4,2
Clutch Classic 2020,College,244134,Alabama,7,Central Florida,6,1/1/20,Women,0,2020,Alabama,Central Florida,7,6
Clutch Classic 2020,College,244135,Georgia State,7,Belmont,4,1/1/20,Women,0,2020,Georgia State,Belmont,7,4
Clutch Classic 2020,College,244136,Kennesaw State,6,Mississippi State,2,1/1/20,Women,0,2020,Kennesaw State,Mississippi State,6,2
Clutch Classic 2020,College,244137,Emory,12,Georgia Southern,1,1/1/20,Women,0,2020,Emory,Georgia Southern,12,1
Clutch Classic 2020,College,244138,Kennesaw State,11,Georgia Southern,4,1/1/20,Women,0,2020,Kennesaw State,Georgia Southern,11,4
Clutch Classic 2020,College,244139,Emory,11,Mississippi State,4,1/1/20,Women,0,2020,Emory,Mississippi State,11,4
Clutch Classic 2020,College,244140,Kennesaw State,9,Emory,4,1/1/20,Women,0,2020,Kennesaw State,Emory,9,4
Clutch Classic 2020,College,244141,Mississippi State,13,Georgia Southern,2,1/1/20,Women,0,2020,Mississippi State,Georgia Southern,13,2
Clutch Classic 2020,College,244142,Clemson,13,Tennessee,2,1/1/20,Women,0,2020,Clemson,Tennessee,13,2
Clutch Classic 2020,College,244143,Auburn,13,Emory B,0,1/1/20,Women,0,2020,Auburn,Emory B,13,0
Clutch Classic 2020,College,244144,Clemson,13,Emory B,1,1/1/20,Women,0,2020,Clemson,Emory B,13,1
Clutch Classic 2020,College,244145,Auburn,7,Tennessee,6,1/1/20,Women,0,2020,Auburn,Tennessee,7,6
Clutch Classic 2020,College,244146,Clemson,6,Auburn,7,1/1/20,Women,0,2020,Auburn,Clemson,7,6
Clutch Classic 2020,College,244147,Tennessee,13,Emory B,0,1/1/20,Women,0,2020,Tennessee,Emory B,13,0
Clutch Classic 2020,College,244150,Clemson,8,Georgia State,4,1/1/20,Women,0,2020,Clemson,Georgia State,8,4
Clutch Classic 2020,College,244151,Emory,9,Tulane,3,1/1/20,Women,0,2020,Emory,Tulane,9,3
Clutch Classic 2020,College,244152,Central Florida,13,Tennessee,3,1/1/20,Women,0,2020,Central Florida,Tennessee,13,3
Clutch Classic 2020,College,244153,George Washington,13,Mississippi State,2,1/1/20,Women,0,2020,George Washington,Mississippi State,13,2
Clutch Classic 2020,College,244154,Georgia Tech,10,Central Florida,5,1/1/20,Women,0,2020,Georgia Tech,Central Florida,10,5
Clutch Classic 2020,College,244155,Auburn,3,Emory,7,1/1/20,Women,0,2020,Emory,Auburn,7,3
Clutch Classic 2020,College,244156,Kennesaw State,5,George Washington,4,1/1/20,Women,0,2020,Kennesaw State,George Washington,5,4
Clutch Classic 2020,College,244157,Alabama,11,Clemson,6,1/1/20,Women,0,2020,Alabama,Clemson,11,6
Clutch Classic 2020,College,244158,Emory,3,Georgia Tech,10,1/1/20,Women,0,2020,Georgia Tech,Emory,10,3
Clutch Classic 2020,College,244159,Kennesaw State,4,Alabama,8,1/1/20,Women,0,2020,Alabama,Kennesaw State,8,4
Clutch Classic 2020,College,244160,Georgia Tech,11,Alabama,1,1/1/20,Women,0,2020,Georgia Tech,Alabama,11,1
Clutch Classic 2020,College,244161,Central Florida,5,George Washington,3,1/1/20,Women,0,2020,Central Florida,George Washington,5,3
Clutch Classic 2020,College,244162,Auburn,5,Clemson,7,1/1/20,Women,0,2020,Clemson,Auburn,7,5
Clutch Classic 2020,College,244163,Central Florida,4,Kennesaw State,6,1/1/20,Women,0,2020,Kennesaw State,Central Florida,6,4
Clutch Classic 2020,College,244164,Clemson,9,Emory,4,1/1/20,Women,0,2020,Clemson,Emory,9,4
Clutch Classic 2020,College,244165,Kennesaw State,7,Clemson,6,1/1/20,Women,0,2020,Kennesaw State,Clemson,7,6
Clutch Classic 2020,College,244166,George Washington,9,Auburn,3,1/1/20,Women,0,2020,George Washington,Auburn,9,3
Clutch Classic 2020,College,244167,Central Florida,3,Emory,4,1/1/20,Women,0,2020,Emory,Central Florida,4,3
Clutch Classic 2020,College,244168,Georgia State,5,Georgia College,7,1/1/20,Women,0,2020,Georgia College,Georgia State,7,5
Clutch Classic 2020,College,244169,Belmont,2,Mississippi State,8,1/1/20,Women,0,2020,Mississippi State,Belmont,8,2
Clutch Classic 2020,College,244170,Tennessee,11,Georgia Southern,6,1/1/20,Women,0,2020,Tennessee,Georgia Southern,11,6
Clutch Classic 2020,College,244171,Emory B,0,Tulane,11,1/1/20,Women,0,2020,Tulane,Emory B,11,0
Clutch Classic 2020,College,244172,Georgia College,5,Mississippi State,9,1/1/20,Women,0,2020,Mississippi State,Georgia College,9,5
Clutch Classic 2020,College,244173,Tennessee,8,Tulane,6,1/1/20,Women,0,2020,Tennessee,Tulane,8,6
Clutch Classic 2020,College,244174,Mississippi State,7,Tennessee,8,1/1/20,Women,0,2020,Tennessee,Mississippi State,8,7
Clutch Classic 2020,College,244175,Georgia College,5,Tulane,6,1/1/20,Women,0,2020,Tulane,Georgia College,6,5
Clutch Classic 2020,College,244176,Georgia State,6,Belmont,0,1/1/20,Women,0,2020,Georgia State,Belmont,6,0
Clutch Classic 2020,College,244177,Georgia Southern,9,Emory B,3,1/1/20,Women,0,2020,Georgia Southern,Emory B,9,3
Clutch Classic 2020,College,244178,Georgia State,9,Georgia Southern,2,1/1/20,Women,0,2020,Georgia State,Georgia Southern,9,2
Santa Barbara Invite 2020,College,244204,California-Santa Barbara,13,California-Santa Cruz,8,1/1/20,Women,0,2020,California-Santa Barbara,California-Santa Cruz,13,8
Santa Barbara Invite 2020,College,244205,Brigham Young,7,Northwestern,13,1/1/20,Women,0,2020,Northwestern,Brigham Young,13,7
Santa Barbara Invite 2020,College,244206,California-Santa Barbara,13,Brigham Young,7,1/1/20,Women,0,2020,California-Santa Barbara,Brigham Young,13,7
Santa Barbara Invite 2020,College,244207,Vermont,11,Northwestern,4,1/1/20,Women,0,2020,Vermont,Northwestern,11,4
Santa Barbara Invite 2020,College,244208,Northwestern,13,California-Santa Cruz,7,1/1/20,Women,0,2020,Northwestern,California-Santa Cruz,13,7
Santa Barbara Invite 2020,College,244209,Vermont,12,Brigham Young,5,1/1/20,Women,0,2020,Vermont,Brigham Young,12,5
Santa Barbara Invite 2020,College,244210,California-Santa Barbara,11,Northwestern,7,1/1/20,Women,0,2020,California-Santa Barbara,Northwestern,11,7
Santa Barbara Invite 2020,College,244211,Vermont,9,California-Santa Cruz,8,1/1/20,Women,0,2020,Vermont,California-Santa Cruz,9,8
Santa Barbara Invite 2020,College,244212,California-Santa Barbara,13,Vermont,8,1/1/20,Women,0,2020,California-Santa Barbara,Vermont,13,8
Santa Barbara Invite 2020,College,244213,Brigham Young,11,California-Santa Cruz,10,1/1/20,Women,0,2020,Brigham Young,California-Santa Cruz,11,10
Santa Barbara Invite 2020,College,244214,Washington,13,Stanford,9,1/1/20,Women,0,2020,Washington,Stanford,13,9
New Year Fest 2020,College,244215,Arizona State,7,New Mexico,12,1/1/20,Women,0,2020,New Mexico,Arizona State,12,7
New Year Fest 2020,College,244216,San Diego State University,13,Arizona B,0,1/1/20,Women,0,2020,San Diego State University,Arizona B,13,0
New Year Fest 2020,College,244217,Northern Arizona,12,Arizona,6,1/1/20,Women,0,2020,Northern Arizona,Arizona,12,6
New Year Fest 2020,College,244218,San Diego State University,12,Arizona,2,1/1/20,Women,0,2020,San Diego State University,Arizona,12,2
New Year Fest 2020,College,244219,Denver,4,New Mexico,12,1/1/20,Women,0,2020,New Mexico,Denver,12,4
New Year Fest 2020,College,244220,Northern Arizona,13,Arizona B,1,1/1/20,Women,0,2020,Northern Arizona,Arizona B,13,1
New Year Fest 2020,College,244221,San Diego State University,6,Denver,7,1/1/20,Women,0,2020,Denver,San Diego State University,7,6
New Year Fest 2020,College,244222,Arizona State,13,Arizona B,0,1/1/20,Women,0,2020,Arizona State,Arizona B,13,0
New Year Fest 2020,College,244223,Northern Arizona,6,New Mexico,11,1/1/20,Women,0,2020,New Mexico,Northern Arizona,11,6
New Year Fest 2020,College,244224,San Diego State University,8,Arizona State,7,1/1/20,Women,0,2020,San Diego State University,Arizona State,8,7
New Year Fest 2020,College,244225,Arizona,6,New Mexico,13,1/1/20,Women,0,2020,New Mexico,Arizona,13,6
New Year Fest 2020,College,244226,Denver,13,Arizona B,0,1/1/20,Women,0,2020,Denver,Arizona B,13,0
New Year Fest 2020,College,244227,Denver,10,Northern Arizona,5,1/1/20,Women,0,2020,Denver,Northern Arizona,10,5
New Year Fest 2020,College,244228,Arizona,5,Arizona State,9,1/1/20,Women,0,2020,Arizona State,Arizona,9,5
New Year Fest 2020,College,244229,New Mexico,13,Arizona B,0,1/1/20,Women,0,2020,New Mexico,Arizona B,13,0
New Year Fest 2020,College,244230,San Diego State University,11,Northern Arizona,4,1/1/20,Women,0,2020,San Diego State University,Northern Arizona,11,4
New Year Fest 2020,College,244231,Denver,9,Arizona State,7,1/1/20,Women,0,2020,Denver,Arizona State,9,7
New Year Fest 2020,College,244232,Arizona,11,Arizona B,2,1/1/20,Women,0,2020,Arizona,Arizona B,11,2
New Year Fest 2020,College,244233,San Diego State University,5,New Mexico,9,1/1/20,Women,0,2020,New Mexico,San Diego State University,9,5
New Year Fest 2020,College,244234,Denver,10,Arizona,4,1/1/20,Women,0,2020,Denver,Arizona,10,4
New Year Fest 2020,College,244235,Northern Arizona,5,Arizona State,7,1/1/20,Women,0,2020,Arizona State,Northern Arizona,7,5
New Year Fest 2020,College,244236,New Mexico,10,Denver,5,1/1/20,Women,0,2020,New Mexico,Denver,10,5
Santa Barbara Invite 2020,College,244352,Victoria,11,Cal Poly-SLO,12,1/1/20,Women,0,2020,Cal Poly-SLO,Victoria,12,11
Santa Barbara Invite 2020,College,244353,Washington University,8,California-Santa Cruz,9,1/1/20,Women,0,2020,California-Santa Cruz,Washington University,9,8
Santa Barbara Invite 2020,College,244354,Cal Poly-SLO,10,California-Santa Cruz,5,1/1/20,Women,0,2020,Cal Poly-SLO,California-Santa Cruz,10,5
Santa Barbara Invite 2020,College,244355,Victoria,9,Washington University,10,1/1/20,Women,0,2020,Washington University,Victoria,10,9
Santa Barbara Invite 2020,College,244394,Cal Poly-SLO,6,Brigham Young,9,1/1/20,Women,0,2020,Brigham Young,Cal Poly-SLO,9,6
Santa Barbara Invite 2020,College,244619,Vermont,13,Utah,4,1/1/20,Women,0,2020,Vermont,Utah,13,4
Presidents’ Day Qualifier (Women),College,244732,California-Davis B,5,California B,8,2/1/20,Women,0,2020,California B,California-Davis B,8,5
Presidents’ Day Qualifier (Women),College,244733,Arizona State,8,Occidental,10,2/1/20,Women,0,2020,Occidental,Arizona State,10,8
Presidents’ Day Qualifier (Women),College,244734,Cal State-Long Beach,7,Occidental,8,2/1/20,Women,0,2020,Occidental,Cal State-Long Beach,8,7
Presidents’ Day Qualifier (Women),College,244735,Arizona State,13,California-Davis B,2,2/1/20,Women,0,2020,Arizona State,California-Davis B,13,2
Presidents’ Day Qualifier (Women),College,244736,Occidental,11,California-Davis B,1,2/1/20,Women,0,2020,Occidental,California-Davis B,11,1
Presidents’ Day Qualifier (Women),College,244737,Cal State-Long Beach,9,California B,7,2/1/20,Women,0,2020,Cal State-Long Beach,California B,9,7
Presidents’ Day Qualifier (Women),College,244738,Cal State-Long Beach,10,California-Davis B,4,2/1/20,Women,0,2020,Cal State-Long Beach,California-Davis B,10,4
Presidents’ Day Qualifier (Women),College,244739,Arizona State,9,California B,2,2/1/20,Women,0,2020,Arizona State,California B,9,2
Presidents’ Day Qualifier (Women),College,244740,Cal State-Long Beach,9,Arizona State,5,2/1/20,Women,0,2020,Cal State-Long Beach,Arizona State,9,5
Presidents’ Day Qualifier (Women),College,244741,Occidental,12,California B,6,2/1/20,Women,0,2020,Occidental,California B,12,6
Presidents’ Day Qualifier (Women),College,244767,Occidental,8,UCLA B,9,2/2/20,Women,0,2020,UCLA B,Occidental,9,8
Presidents’ Day Qualifier (Women),College,244769,California-San Diego B,10,Arizona State,3,2/2/20,Women,0,2020,California-San Diego B,Arizona State,10,3
Presidents’ Day Qualifier (Women),College,244916,Southern California,9,UCLA B,7,2/1/20,Women,0,2020,Southern California,UCLA B,9,7
Presidents’ Day Qualifier (Women),College,244917,Arizona,5,California-Irvine,8,2/1/20,Women,0,2020,California-Irvine,Arizona,8,5
Presidents’ Day Qualifier (Women),College,244918,Southern California,13,California-Irvine,2,2/1/20,Women,0,2020,Southern California,California-Irvine,13,2
Presidents’ Day Qualifier (Women),College,244919,Arizona,4,UCLA B,7,2/1/20,Women,0,2020,UCLA B,Arizona,7,4
Presidents’ Day Qualifier (Women),College,244920,Southern California,11,Arizona,5,2/1/20,Women,0,2020,Southern California,Arizona,11,5
Presidents’ Day Qualifier (Women),College,244921,UCLA B,10,California-Irvine,5,2/1/20,Women,0,2020,UCLA B,California-Irvine,10,5
Presidents’ Day Qualifier (Women),College,244922,Chico State,8,California-San Diego B,7,2/1/20,Women,0,2020,Chico State,California-San Diego B,8,7
Presidents’ Day Qualifier (Women),College,244923,California-Santa Cruz,12,Colorado B,4,2/1/20,Women,0,2020,California-Santa Cruz,Colorado B,12,4
Presidents’ Day Qualifier (Women),College,244924,Chico State,9,Colorado B,5,2/1/20,Women,0,2020,Chico State,Colorado B,9,5
Presidents’ Day Qualifier (Women),College,244925,California-Santa Cruz,10,California-San Diego B,4,2/1/20,Women,0,2020,California-Santa Cruz,California-San Diego B,10,4
Presidents’ Day Qualifier (Women),College,244926,Chico State,6,California-Santa Cruz,10,2/1/20,Women,0,2020,California-Santa Cruz,Chico State,10,6
Presidents’ Day Qualifier (Women),College,244927,California-San Diego B,7,Colorado B,6,2/1/20,Women,0,2020,California-San Diego B,Colorado B,7,6
