event,division,game_id,team_1,team_1_score,team_2,team_2_score,game_date
ATL Classic 2015,Club - Men,75145,Freaks Uv Nature,9,Ironmen,13,2015-06-21
ATL Classic 2015,Club - Men,75146,Bullet,9,Southern Hospitality,11,2015-06-21
ATL Classic 2015,Club - Men,75141,Freaks Uv Nature,13,NME,5,2015-06-21
ATL Classic 2015,Club - Men,75142,ATLiens,6,Ironmen,10,2015-06-21
ATL Classic 2015,Club - Men,75143,Bullet,10,Cash Crop,8,2015-06-21
ATL Classic 2015,Club - Men,75144,UpRoar,4,Southern Hospitality,12,2015-06-21
ATL Classic 2015,Club - Men,75148,Freaks Uv Nature,11,Bullet,8,2015-06-21
ATL Classic 2015,Club - Men,75151,NME,5,Cash Crop,13,2015-06-21
ATL Classic 2015,Club - Men,75149,NME,11,ATLiens,10,2015-06-21
ATL Classic 2015,Club - Men,75150,Cash Crop,10,UpRoar,8,2015-06-21
ATL Classic 2015,Club - Men,75152,ATLiens,W,UpRoar,F,2015-06-21
ATL Classic 2015,Club - Men,75155,Lost Boys,8,Memphis Belle,10,2015-06-21
ATL Classic 2015,Club - Men,75153,Lost Boys,13,gunshrimp,6,2015-06-21
ATL Classic 2015,Club - Men,75154,Jello Yackets,7,Memphis Belle,9,2015-06-21
ATL Classic 2015,Club - Men,75156,gunshrimp,9,Jello Yackets,4,2015-06-21
ATL Classic 2015,Club - Men,75159,Hammer Bros,8,Cerberus,11,2015-06-21
ATL Classic 2015,Club - Men,75157,Vicious Cycle,8,Hammer Bros,11,2015-06-21
ATL Classic 2015,Club - Men,75158,Cerberus,13,SouthBeast,5,2015-06-21
ATL Classic 2015,Club - Men,75160,Vicious Cycle,F,SouthBeast,W,2015-06-21
ATL Classic 2015,Club - Mixed,75189,9Hammer,12,Borderline Ultimate,4,2015-06-20
ATL Classic 2015,Club - Mixed,75190,BlueSails,8,Murmur,5,2015-06-20
ATL Classic 2015,Club - Mixed,75191,Borderline Ultimate,7,Murmur,9,2015-06-20
ATL Classic 2015,Club - Mixed,75192,Bucket,13,LoveShack,3,2015-06-20
ATL Classic 2015,Club - Mixed,75193,Bucket,9,9Hammer,7,2015-06-20
ATL Classic 2015,Club - Mixed,75194,LoveShack,12,BlueSails,9,2015-06-20
ATL Classic 2015,Club - Mixed,75195,LoveShack,11,Borderline Ultimate,7,2015-06-20
ATL Classic 2015,Club - Mixed,75196,9Hammer,13,Murmur,6,2015-06-20
ATL Classic 2015,Club - Mixed,75197,Bucket,13,BlueSails,6,2015-06-20
ATL Classic 2015,Club - Mixed,75198,BlueSails,10,Borderline Ultimate,9,2015-06-21
ATL Classic 2015,Club - Mixed,75199,9Hammer,8,LoveShack,11,2015-06-21
ATL Classic 2015,Club - Mixed,75200,Bucket,13,Murmur,0,2015-06-21
ATL Classic 2015,Club - Mixed,75201,LoveShack,9,Murmur,5,2015-06-21
ATL Classic 2015,Club - Mixed,75202,9Hammer,10,BlueSails,4,2015-06-21
ATL Classic 2015,Club - Mixed,75203,Bucket,13,Borderline Ultimate,2,2015-06-21
ATL Classic 2015,Club - Mixed,75204,Swing State,13,Burn Cycle,3,2015-06-20
ATL Classic 2015,Club - Mixed,75205,Turmoil,9,Atomic Drop,11,2015-06-20
ATL Classic 2015,Club - Mixed,75206,Burn Cycle,7,Atomic Drop,9,2015-06-20
ATL Classic 2015,Club - Mixed,75207,Nooga by Nature,12,Hairy Otter,4,2015-06-20
ATL Classic 2015,Club - Mixed,75208,Nooga by Nature,11,Swing State,9,2015-06-20
ATL Classic 2015,Club - Mixed,75209,Hairy Otter,9,Turmoil,6,2015-06-20
ATL Classic 2015,Club - Mixed,75210,Hairy Otter,8,Burn Cycle,10,2015-06-20
ATL Classic 2015,Club - Mixed,75211,Swing State,13,Atomic Drop,5,2015-06-20
ATL Classic 2015,Club - Mixed,75212,Nooga by Nature,13,Turmoil,6,2015-06-20
ATL Classic 2015,Club - Mixed,75213,Turmoil,9,Burn Cycle,10,2015-06-21
ATL Classic 2015,Club - Mixed,75214,Swing State,13,Hairy Otter,4,2015-06-21
ATL Classic 2015,Club - Mixed,75215,Nooga by Nature,13,Atomic Drop,8,2015-06-21
ATL Classic 2015,Club - Mixed,75216,Hairy Otter,9,Atomic Drop,7,2015-06-21
ATL Classic 2015,Club - Mixed,75217,Swing State,10,Turmoil,4,2015-06-21
ATL Classic 2015,Club - Mixed,75218,Nooga by Nature,7,Burn Cycle,3,2015-06-21
ATL Classic 2015,Club - Mixed,75221,Swing State,9,Nooga by Nature,12,2015-06-21
ATL Classic 2015,Club - Mixed,75219,Bucket,8,Swing State,9,2015-06-21
ATL Classic 2015,Club - Mixed,75220,LoveShack,7,Nooga by Nature,12,2015-06-21
ATL Classic 2015,Club - Mixed,75222,Bucket,13,LoveShack,6,2015-06-21
ATL Classic 2015,Club - Mixed,75225,9Hammer,12,BlueSails,4,2015-06-21
ATL Classic 2015,Club - Mixed,75223,9Hammer,13,Hairy Otter,1,2015-06-21
ATL Classic 2015,Club - Mixed,75224,BlueSails,9,Burn Cycle,7,2015-06-21
ATL Classic 2015,Club - Mixed,75226,Hairy Otter,10,Burn Cycle,12,2015-06-21
ATL Classic 2015,Club - Mixed,75229,Murmur,7,Atomic Drop,13,2015-06-21
ATL Classic 2015,Club - Mixed,75227,Murmur,8,Turmoil,6,2015-06-21
ATL Classic 2015,Club - Mixed,75228,Borderline Ultimate,7,Atomic Drop,12,2015-06-21
ATL Classic 2015,Club - Mixed,75230,Turmoil,F,Borderline Ultimate,W,2015-06-21
Boston Invite 2015,Club - Men,75539,Garuda,15,Red Tide,6,2015-06-20
Boston Invite 2015,Club - Men,75540,Phoenix,10,Galaxy Swag Universe,15,2015-06-20
Boston Invite 2015,Club - Men,75541,Garuda,15,Galaxy Swag Universe,10,2015-06-20
Boston Invite 2015,Club - Men,75542,Phoenix,16,Red Tide,17,2015-06-20
Boston Invite 2015,Club - Men,75543,Garuda,15,Phoenix,11,2015-06-20
Boston Invite 2015,Club - Men,75544,Red Tide,7,Galaxy Swag Universe,15,2015-06-20
Boston Invite 2015,Club - Men,75545,Dark or Light,17,Big Wrench,15,2015-06-20
Boston Invite 2015,Club - Men,75546,Elements,15,Red Circus,13,2015-06-20
Boston Invite 2015,Club - Men,75547,Dark or Light,15,Red Circus,7,2015-06-20
Boston Invite 2015,Club - Men,75548,Elements,13,Big Wrench,15,2015-06-20
Boston Invite 2015,Club - Men,75549,Dark or Light,15,Elements,16,2015-06-20
Boston Invite 2015,Club - Men,75550,Big Wrench,15,Red Circus,10,2015-06-20
Boston Invite 2015,Club - Men,75551,Bruises,15,NSOM,10,2015-06-20
Boston Invite 2015,Club - Men,75552,Colt,15,Sherbrooke Gentlemen's Club,7,2015-06-20
Boston Invite 2015,Club - Men,75553,Bruises,15,Sherbrooke Gentlemen's Club,8,2015-06-20
Boston Invite 2015,Club - Men,75554,Colt,15,NSOM,11,2015-06-20
Boston Invite 2015,Club - Men,75555,Bruises,8,Colt,15,2015-06-20
Boston Invite 2015,Club - Men,75556,NSOM,15,Sherbrooke Gentlemen's Club,12,2015-06-20
Boston Invite 2015,Club - Men,75557,Mephisto,15,Lone Wolves,12,2015-06-20
Boston Invite 2015,Club - Men,75558,Magma,12,Youngbloods,9,2015-06-20
Boston Invite 2015,Club - Men,75559,Mephisto,9,Youngbloods,11,2015-06-20
Boston Invite 2015,Club - Men,75560,Magma,12,Lone Wolves,14,2015-06-20
Boston Invite 2015,Club - Men,75561,Mephisto,14,Magma,13,2015-06-20
Boston Invite 2015,Club - Men,75562,Lone Wolves,10,Youngbloods,15,2015-06-20
Boston Invite 2015,Club - Men,75563,BUDA Open,15,Westchester Magma Bears,10,2015-06-20
Boston Invite 2015,Club - Men,75565,BUDA Open,14,Magma 2,7,2015-06-20
Boston Invite 2015,Club - Men,75568,Caliber,12,Magma 2,14,2015-06-20
Boston Invite 2015,Club - Men,75564,Magma 2,15,Seleccion Antioquia Sub 17,3,2015-06-20
Boston Invite 2015,Club - Men,75570,Caliber,6,Westchester Magma Bears,15,2015-06-20
Boston Invite 2015,Club - Men,75566,Caliber,14,Seleccion Antioquia Sub 17,4,2015-06-20
Boston Invite 2015,Club - Men,75571,BUDA Open,15,Caliber,7,2015-06-20
Boston Invite 2015,Club - Men,75572,Magma 2,8,Westchester Magma Bears,15,2015-06-20
Boston Invite 2015,Club - Men,75567,Seleccion Antioquia Sub 17,2,Westchester Magma Bears,15,2015-06-20
Boston Invite 2015,Club - Men,75569,BUDA Open,15,Seleccion Antioquia Sub 17,4,2015-06-20
Boston Invite 2015,Club - Men,75573,Allen's Army,10,Garden State Thruway,11,2015-06-20
Boston Invite 2015,Club - Men,75574,Breakers,12,Fetch,14,2015-06-20
Boston Invite 2015,Club - Men,75575,Allen's Army,6,Breakers,15,2015-06-20
Boston Invite 2015,Club - Men,75576,Birds of Pray,3,Fetch,15,2015-06-20
Boston Invite 2015,Club - Men,75577,Fetch,15,Garden State Thruway,8,2015-06-20
Boston Invite 2015,Club - Men,75578,Birds of Pray,6,Breakers,15,2015-06-20
Boston Invite 2015,Club - Men,75579,Allen's Army,7,Fetch,15,2015-06-20
Boston Invite 2015,Club - Men,75580,Birds of Pray,15,Garden State Thruway,7,2015-06-20
Boston Invite 2015,Club - Men,75581,Allen's Army,12,Birds of Pray,15,2015-06-20
Boston Invite 2015,Club - Men,75582,Breakers,15,Garden State Thruway,2,2015-06-20
Boston Invite 2015,Club - Men,75623,Garden State Thruway,W,Caliber,F,2015-06-21
Boston Invite 2015,Club - Men,75628,Magma 2,15,Allen's Army,10,2015-06-21
Boston Invite 2015,Club - Men,75619,Magma 2,13,Garden State Thruway,8,2015-06-21
Boston Invite 2015,Club - Men,75632,Birds of Pray,0,Caliber,0,2015-06-21
Boston Invite 2015,Club - Men,75621,Caliber,F,Allen's Army,W,2015-06-21
Boston Invite 2015,Club - Men,75622,Magma 2,W,Birds of Pray,F,2015-06-21
Boston Invite 2015,Club - Men,75620,Birds of Pray,F,Seleccion Antioquia Sub 17,W,2015-06-21
Boston Invite 2015,Club - Men,75624,Seleccion Antioquia Sub 17,6,Allen's Army,15,2015-06-21
Boston Invite 2015,Club - Men,75627,Garden State Thruway,15,Seleccion Antioquia Sub 17,7,2015-06-21
Boston Invite 2015,Club - Men,75593,Garuda,15,Phoenix,10,2015-06-21
Boston Invite 2015,Club - Men,75591,Garuda,16,Big Wrench,14,2015-06-21
Boston Invite 2015,Club - Men,75592,Elements,10,Phoenix,15,2015-06-21
Boston Invite 2015,Club - Men,75587,Garuda,15,Red Circus,7,2015-06-21
Boston Invite 2015,Club - Men,75588,Big Wrench,15,Red Tide,4,2015-06-21
Boston Invite 2015,Club - Men,75589,Galaxy Swag Universe,15,Elements,16,2015-06-21
Boston Invite 2015,Club - Men,75590,Dark or Light,13,Phoenix,15,2015-06-21
Boston Invite 2015,Club - Men,75583,Red Circus,15,Youngbloods,12,2015-06-20
Boston Invite 2015,Club - Men,75584,Red Tide,15,Bruises,11,2015-06-20
Boston Invite 2015,Club - Men,75586,Phoenix,15,Colt,12,2015-06-20
Boston Invite 2015,Club - Men,76245,Elements,15,Mephisto,9,2015-06-21
Boston Invite 2015,Club - Men,75594,Big Wrench,8,Elements,11,2015-06-21
Boston Invite 2015,Club - Men,75597,Red Circus,6,Galaxy Swag Universe,15,2015-06-21
Boston Invite 2015,Club - Men,75595,Red Circus,15,Red Tide,13,2015-06-21
Boston Invite 2015,Club - Men,75596,Galaxy Swag Universe,15,Dark or Light,13,2015-06-21
Boston Invite 2015,Club - Men,75598,Red Tide,5,Dark or Light,11,2015-06-21
Boston Invite 2015,Club - Men,75609,Colt,15,Bruises,5,2015-06-21
Boston Invite 2015,Club - Men,75607,Colt,15,Mephisto,11,2015-06-21
Boston Invite 2015,Club - Men,75608,Bruises,15,Youngbloods,13,2015-06-21
Boston Invite 2015,Club - Men,75603,Colt,13,Magma,10,2015-06-21
Boston Invite 2015,Club - Men,75604,Mephisto,15,NSOM,12,2015-06-21
Boston Invite 2015,Club - Men,75605,Bruises,15,Breakers,4,2015-06-21
Boston Invite 2015,Club - Men,75606,Youngbloods,15,BUDA Open,9,2015-06-21
Boston Invite 2015,Club - Men,75599,Magma,15,Fetch,7,2015-06-21
Boston Invite 2015,Club - Men,75600,NSOM,15,Westchester Magma Bears,4,2015-06-21
Boston Invite 2015,Club - Men,75601,Lone Wolves,7,Breakers,15,2015-06-21
Boston Invite 2015,Club - Men,75602,Sherbrooke Gentlemen's Club,14,BUDA Open,15,2015-06-21
Boston Invite 2015,Club - Men,75610,Mephisto,15,Youngbloods,10,2015-06-21
Boston Invite 2015,Club - Men,75613,Magma,15,Breakers,13,2015-06-21
Boston Invite 2015,Club - Men,75611,Magma,15,NSOM,13,2015-06-21
Boston Invite 2015,Club - Men,75612,Breakers,14,BUDA Open,9,2015-06-21
Boston Invite 2015,Club - Men,75614,NSOM,F,BUDA Open,F,2015-06-21
Boston Invite 2015,Club - Men,75617,Sherbrooke Gentlemen's Club,16,Westchester Magma Bears,14,2015-06-21
Boston Invite 2015,Club - Men,75615,Sherbrooke Gentlemen's Club,15,Lone Wolves,11,2015-06-21
Boston Invite 2015,Club - Men,75616,Westchester Magma Bears,14,Fetch,13,2015-06-21
Boston Invite 2015,Club - Men,75618,Lone Wolves,12,Fetch,15,2015-06-21
Boston Invite 2015,Club - Women,75421,Brute Squad,15,Vice,0,2015-06-20
Boston Invite 2015,Club - Women,75422,Hot Metal,15,Venus,7,2015-06-20
Boston Invite 2015,Club - Women,75423,Brute Squad,15,Venus,1,2015-06-20
Boston Invite 2015,Club - Women,75424,Hot Metal,15,Vice,3,2015-06-20
Boston Invite 2015,Club - Women,75425,Brute Squad,15,Hot Metal,4,2015-06-20
Boston Invite 2015,Club - Women,75426,Vice,11,Venus,13,2015-06-20
Boston Invite 2015,Club - Women,75427,Iris,15,Stella,1,2015-06-20
Boston Invite 2015,Club - Women,75428,Green Means Go,15,Swagger,6,2015-06-20
Boston Invite 2015,Club - Women,75429,Iris,15,Swagger,2,2015-06-20
Boston Invite 2015,Club - Women,75430,Green Means Go,15,Stella,4,2015-06-20
Boston Invite 2015,Club - Women,75431,Iris,15,Green Means Go,6,2015-06-20
Boston Invite 2015,Club - Women,75432,Stella,9,Swagger,15,2015-06-20
Boston Invite 2015,Club - Women,75433,BENT,15,Backhanded,4,2015-06-20
Boston Invite 2015,Club - Women,75434,Vintage,15,Lotus,3,2015-06-20
Boston Invite 2015,Club - Women,75435,BENT,15,Lotus,3,2015-06-20
Boston Invite 2015,Club - Women,75436,Vintage,15,Backhanded,6,2015-06-20
Boston Invite 2015,Club - Women,75437,BENT,15,Vintage,9,2015-06-20
Boston Invite 2015,Club - Women,75438,Backhanded,15,Lotus,9,2015-06-20
Boston Invite 2015,Club - Women,75439,Siege,15,Storm,14,2015-06-20
Boston Invite 2015,Club - Women,75441,Siege,14,Boston,11,2015-06-20
Boston Invite 2015,Club - Women,75444,Storm,10,Boston,15,2015-06-20
Boston Invite 2015,Club - Women,75440,Iceni,13,Boston,11,2015-06-20
Boston Invite 2015,Club - Women,75442,Iceni,15,Storm,5,2015-06-20
Boston Invite 2015,Club - Women,75443,Siege,9,Iceni,15,2015-06-20
Boston Invite 2015,Club - Women,75445,Brute Squad,15,BENT,4,2015-06-20
Boston Invite 2015,Club - Women,75446,Iris,15,Iceni,7,2015-06-20
Boston Invite 2015,Club - Women,75447,Hot Metal,15,Backhanded,9,2015-06-20
Boston Invite 2015,Club - Women,75448,Green Means Go,W,Boston,F,2015-06-20
Boston Invite 2015,Club - Women,75449,Vintage,15,Venus,8,2015-06-20
Boston Invite 2015,Club - Women,75450,Siege,15,Swagger,6,2015-06-20
Boston Invite 2015,Club - Women,75451,Vice,13,Lotus,8,2015-06-20
Boston Invite 2015,Club - Women,75452,Stella,6,Storm,15,2015-06-20
Boston Invite 2015,Club - Women,75513,HOPE,11,Independence,4,2015-06-20
Boston Invite 2015,Club - Women,75514,Boomslang,5,Baywatch,11,2015-06-20
Boston Invite 2015,Club - Women,75515,Roc Paper Scissors,7,BUDA Girls,11,2015-06-20
Boston Invite 2015,Club - Women,75516,Brooklyn Book Club,11,Plow,6,2015-06-20
Boston Invite 2015,Club - Women,75511,Baywatch,11,BUDA Girls,4,2015-06-20
Boston Invite 2015,Club - Women,75512,Roc Paper Scissors,11,Exo,1,2015-06-20
Boston Invite 2015,Club - Women,75529,HOPE,10,Boomslang,9,2015-06-20
Boston Invite 2015,Club - Women,75530,Independence,11,Plow,6,2015-06-20
Boston Invite 2015,Club - Women,75517,HOPE,11,Plow,3,2015-06-20
Boston Invite 2015,Club - Women,75518,Boomslang,11,Exo,6,2015-06-20
Boston Invite 2015,Club - Women,75519,Baywatch,11,Brooklyn Book Club,6,2015-06-20
Boston Invite 2015,Club - Women,75520,Independence,8,Roc Paper Scissors,9,2015-06-20
Boston Invite 2015,Club - Women,75535,Boomslang,11,BUDA Girls,6,2015-06-20
Boston Invite 2015,Club - Women,75536,Baywatch,11,Plow,2,2015-06-20
Boston Invite 2015,Club - Women,75537,Independence,11,Exo,4,2015-06-20
Boston Invite 2015,Club - Women,75538,Roc Paper Scissors,6,Brooklyn Book Club,11,2015-06-20
Boston Invite 2015,Club - Women,75521,HOPE,8,Baywatch,11,2015-06-20
Boston Invite 2015,Club - Women,75522,Independence,6,BUDA Girls,11,2015-06-20
Boston Invite 2015,Club - Women,75523,Roc Paper Scissors,9,Plow,6,2015-06-20
Boston Invite 2015,Club - Women,75524,Brooklyn Book Club,11,Exo,1,2015-06-20
Boston Invite 2015,Club - Women,75507,HOPE,10,BUDA Girls,9,2015-06-21
Boston Invite 2015,Club - Women,75508,Boomslang,9,Plow,11,2015-06-21
Boston Invite 2015,Club - Women,75509,Baywatch,11,Exo,4,2015-06-21
Boston Invite 2015,Club - Women,75510,Independence,11,Brooklyn Book Club,8,2015-06-21
Boston Invite 2015,Club - Women,75503,HOPE,3,Roc Paper Scissors,11,2015-06-21
Boston Invite 2015,Club - Women,75504,Boomslang,11,Independence,6,2015-06-21
Boston Invite 2015,Club - Women,75505,Brooklyn Book Club,9,BUDA Girls,5,2015-06-21
Boston Invite 2015,Club - Women,75506,Exo,11,Plow,8,2015-06-21
Boston Invite 2015,Club - Women,75531,HOPE,10,Brooklyn Book Club,9,2015-06-21
Boston Invite 2015,Club - Women,75532,Boomslang,12,Roc Paper Scissors,11,2015-06-21
Boston Invite 2015,Club - Women,75533,Baywatch,11,Independence,3,2015-06-21
Boston Invite 2015,Club - Women,75534,Exo,6,BUDA Girls,11,2015-06-21
Boston Invite 2015,Club - Women,75525,HOPE,11,Exo,3,2015-06-21
Boston Invite 2015,Club - Women,75526,Boomslang,8,Brooklyn Book Club,11,2015-06-21
Boston Invite 2015,Club - Women,75527,Baywatch,11,Roc Paper Scissors,4,2015-06-21
Boston Invite 2015,Club - Women,75528,Plow,11,BUDA Girls,4,2015-06-21
Boston Invite 2015,Club - Women,75459,Brute Squad,15,Iris,9,2015-06-21
Boston Invite 2015,Club - Women,75457,Brute Squad,15,Iceni,5,2015-06-21
Boston Invite 2015,Club - Women,75458,BENT,13,Iris,15,2015-06-21
Boston Invite 2015,Club - Women,75453,Brute Squad,15,Green Means Go,3,2015-06-21
Boston Invite 2015,Club - Women,75454,Vintage,9,Iceni,15,2015-06-21
Boston Invite 2015,Club - Women,75455,BENT,15,Siege,7,2015-06-21
Boston Invite 2015,Club - Women,75456,Hot Metal,4,Iris,15,2015-06-21
Boston Invite 2015,Club - Women,75466,Boston,14,Storm,9,2015-06-21
Boston Invite 2015,Club - Women,75464,Stella,5,Boston,15,2015-06-21
Boston Invite 2015,Club - Women,75465,Storm,15,Swagger,5,2015-06-21
Boston Invite 2015,Club - Women,75460,Venus,9,Stella,10,2015-06-21
Boston Invite 2015,Club - Women,75461,Boston,15,Vice,3,2015-06-21
Boston Invite 2015,Club - Women,75462,Backhanded,11,Storm,14,2015-06-21
Boston Invite 2015,Club - Women,75463,Lotus,12,Swagger,13,2015-06-21
Boston Invite 2015,Club - Women,75664,Iceni,13,BENT,15,2015-06-21
Boston Invite 2015,Club - Women,75667,Vintage,10,Hot Metal,14,2015-06-21
Boston Invite 2015,Club - Women,75665,Green Means Go,11,Vintage,15,2015-06-21
Boston Invite 2015,Club - Women,75666,Siege,3,Hot Metal,15,2015-06-21
Boston Invite 2015,Club - Women,75668,Siege,2,Green Means Go,15,2015-06-21
Boston Invite 2015,Club - Women,75669,Stella,F,Swagger,W,2015-06-21
Boston Invite 2015,Club - Women,75672,Venus,9,Backhanded,12,2015-06-21
Boston Invite 2015,Club - Women,75670,Venus,12,Vice,8,2015-06-21
Boston Invite 2015,Club - Women,75671,Backhanded,15,Lotus,2,2015-06-21
Boston Invite 2015,Club - Women,75673,Lotus,7,Vice,13,2015-06-21
Boston Invite 2015,Club - Mixed,75161,Slow White,15,Ursidae,6,2015-06-20
Boston Invite 2015,Club - Mixed,75164,Wild Card,15,Pleasuretown,4,2015-06-20
Boston Invite 2015,Club - Mixed,75165,Slow White,15,Metro North,10,2015-06-20
Boston Invite 2015,Club - Mixed,75167,Wild Card,15,Bessarion,9,2015-06-20
Boston Invite 2015,Club - Mixed,75170,Metro North,15,Pleasuretown,9,2015-06-20
Boston Invite 2015,Club - Mixed,75172,Bessarion,15,Ursidae,10,2015-06-20
Boston Invite 2015,Club - Mixed,75162,GB Mixed,9,Bessarion,12,2015-06-20
Boston Invite 2015,Club - Mixed,75163,Team Canada U23 - Mixed,9,Metro North,10,2015-06-20
Boston Invite 2015,Club - Mixed,75174,Slow White,13,Bessarion,11,2015-06-20
Boston Invite 2015,Club - Mixed,75175,Wild Card,15,Ursidae,5,2015-06-20
Boston Invite 2015,Club - Mixed,75166,GB Mixed,12,Pleasuretown,11,2015-06-20
Boston Invite 2015,Club - Mixed,75168,Team Canada U23 - Mixed,15,Ursidae,11,2015-06-20
Boston Invite 2015,Club - Mixed,75169,Slow White,15,GB Mixed,5,2015-06-20
Boston Invite 2015,Club - Mixed,75171,Wild Card,15,Team Canada U23 - Mixed,8,2015-06-20
Boston Invite 2015,Club - Mixed,75173,Team Canada U23 - Mixed,15,Pleasuretown,9,2015-06-20
Boston Invite 2015,Club - Mixed,75176,GB Mixed,13,Metro North,12,2015-06-20
Boston Invite 2015,Club - Mixed,75178,Metro North,15,Ursidae,11,2015-06-21
Boston Invite 2015,Club - Mixed,75180,Slow White,15,Pleasuretown,9,2015-06-21
Boston Invite 2015,Club - Mixed,75181,Wild Card,13,Metro North,12,2015-06-21
Boston Invite 2015,Club - Mixed,75184,Bessarion,15,Pleasuretown,10,2015-06-21
Boston Invite 2015,Club - Mixed,75185,Wild Card,12,Slow White,14,2015-06-21
Boston Invite 2015,Club - Mixed,75187,Metro North,10,Bessarion,11,2015-06-21
Boston Invite 2015,Club - Mixed,75188,Ursidae,2,Pleasuretown,15,2015-06-21
Boston Invite 2015,Club - Mixed,75177,Wild Card,15,GB Mixed,10,2015-06-21
Boston Invite 2015,Club - Mixed,75179,Team Canada U23 - Mixed,10,Bessarion,13,2015-06-21
Boston Invite 2015,Club - Mixed,75182,GB Mixed,12,Ursidae,11,2015-06-21
Boston Invite 2015,Club - Mixed,75183,Slow White,11,Team Canada U23 - Mixed,9,2015-06-21
Boston Invite 2015,Club - Mixed,75186,GB Mixed,8,Team Canada U23 - Mixed,15,2015-06-22
Space City Classic 2015,Club - Men,74821,Shotgun,11,Space City Eclipse,12,2015-06-20
Space City Classic 2015,Club - Men,74822,H.I.P,13,Space City Eclipse,0,2015-06-20
Space City Classic 2015,Club - Men,74823,H.I.P,13,Shotgun,4,2015-06-20
Space City Classic 2015,Club - Men,74824,Riverside Messengers,4,Deaf Fruit,13,2015-06-20
Space City Classic 2015,Club - Men,74825,Space City Ignite,13,Deaf Fruit,5,2015-06-20
